//=========================================================================================================================================
// NHServers www.nhservers.com.br
//=========================================================================================================================================
//Index   Message
856       "[QUEST] Você não tem a patente necessária!"
857       "[QUEST] Necessário [%d] Kill(s) para continuar!"
858       "Sala iniciante! Saindo em %d segundo(s)"
859       "Você não pode acessar essa sala! Saindo em %d segundo(s)"
860	  "[QUEST] A Quest está Completa"
861       "Você está PK e não pode usar"
862       "O personagem está PK e não pode usar"
863       "[Guild vs Guild] fecha em %d minuto(s)"
864       "Entrada para o Evento Guild vs Guild"
865       "[Guild vs Guild] fechou!"
866       "[Guild vs Guild] começa em %d minuto(s)"
867       "[Guild vs Guild] começou!"
868       "[Guild vs Guild] acabou!"
869       "[Guild vs Guild] Você não pode entrar!"
870       "[Guild vs Guild] Evento Não está aberto!"
871       "[Guild vs Guild] Você não tem o item necessário para entrar!"
872       "[Guild vs Guild] Você precisa estar em uma guild!"
873       "[Guild vs Guild] O GameMaster da guild deve entrar primeiro!"
874       "[Guild vs Guild] [%d] ponto(s) para a guild [%s]!"
875       "[Guild vs Guild] Cancelado!"
876       "[Guild vs Guild] A Guild [%s] venceu o evento!"
877	  "[ExchangeCoin] Valor necessário: %d WC!"
878	  "[ExchangeCoin] Valor necessário: %d HP!"
879	  "[ExchangeCoin] Valor necessário: %d GP(Ruud)!"
880	  "[ExchangeCoin] Troca realizada com sucesso!"
881	  "[AutoParty] Você não é o dono da party!"
882	  "[AutoParty] Escolha uma senha entre 1 e 9999!"
883	  "[AutoParty] Essa senha já está sendo utilizada, escolha outra!"
884	  "[AutoParty] Senha definida com sucesso!"
885	  "[AutoParty] Senha inválida!"
886	  "[AutoParty] Você já está em uma party!"
887	  "[AutoParty] Você entrou na party!"
888	  "[AutoParty] Party criada!"
889	  "[AutoParty] Party cheia!"
890       "Necessário: Level %d"
891       "Não disponível com Level %d ou +"
892       "Necessário: %d Reset(s)"
893       "Não disponível com %d Reset(s) ou +"
894       "Você não tem o plano VIP necessário!"
895	  "Você não tem a patente necessária para utilizar!"
896	  "Cannot move because you do not have Spirit Nixie's Shard"
897	  "Chat do personagem [%s] bloqueado por %d minuto(s)!"
898 	  "Usage: [/blocchat Name Minutes]!"
899       "[Battle Royale] fecha em %d minuto(s)"
900       "Entrada para o Evento Battle Royale"
901       "[Battle Royale] fechou!"
902       "[Battle Royale] começa em %d minuto(s)"
903       "[Battle Royale] começou!"
904       "[Battle Royale] acabou!"
905       "[Battle Royale] Você não pode entrar!"
906       "[Battle Royale] Não está aberto!"
907       "[Battle Royale] Você não tem o item necessário para entrar!"
908       "[Battle Royale] Restam %d personagen(s)!"
909       "[Battle Royale] Cancelado!"
910       "[Battle Royale] O Personagem [%s] venceu o evento!"
911	  "%s Pk level %d!"
912 	  "Usage: [/setpk Name Level(1~6)]!"
913	  "Você não pode usar nesse Mapa!"
914	  "Você não tem o plano vip necessário para utilizar esse mapa!"
915	  "Você não tem a classe necessária para usar!"
916	  "Você não tem o requisito necessário para usar esse item!"
917	  "Time azul ganhou!"
918	  "Time Vermelho ganhou!"
919	  "[%s] fecha em %d minuto(s)"
920	  "[%s] fechou"
921	  "[%s] inicia em %d minuto(s)"
922	  "[%s] começou"
923	  "[%s] terminou"
924	  "[%s] %s venceu o evento"
925	  "[%s] Você está na %d posição com %d pontos."
926	  "Você não pode entrar na arena"
927	  "A Arena não está aberta no momento"
928	  "Não tem mais vagas"
929	  "Você precisa estar no level %d"
930	  "Você não pode estar acima do level %d"
931	  "Voce deve ter %d Master Level"
932	  "Você não pode estar acima do %d Master Level"
933	  "Você precisa ter %d Resets"
934	  "Você não pode ter mais de %d Resets"
935	  "Você precisa ter %d Master Resets"
936	  "Você não pode ter mais de %d Master Resets"
937	  "Essa classe não é permitida"
938	  "%s criou o item %s +%d"
939	  "[%s] começa em %d minuto(s)"
940	  "[%s] começou"
941	  "[%s] terminou"
942	  "%s em %d minuto(s)"
943	  "%s foi o vencedor do sorteio. Parabéns!"
944	  "%s não teve vencedor"
945	 "[AutoParty] Você não pode entrar em party com uma familia diferente da sua!"
946	 "Pk não pode entrar nessa sala!"
947	 "Problema encontrado, relogue sua conta!"
948	 "Essa skill não pode ser utilizada!"
949	 "[Attack] Não pode usar outras skills enquanto o /attack estiver ativado!"
950	 "Não permitido durante o periodo do Siege!"
951	 "Você não possui o convite necessário!"
952      "[PvP Championship] closes in %d minute (s)"
953      "Entry to the Event PvP Championship"
954      "[PvP Championship] Closed!"
955      "[PvP Championship] Starts in %d minute (s)"
956      "[PvP Championship] Started!"
957      "[PvP Championship] Is over!"
958      "[PvP Championship] You can not enter!"
959      "[PvP Championship] Is not open!"
960      "[PvP Championship] You do not have the required item to enter!"
961      "[PvP Championship] %s won by W.O!"
962      "[PvP Championship] %s VS %s!"
963      "[PvP Championship] Moving in %d!"
964      "[PvP Championship] Start in %d!"
965      "[PvP Championship] %s x %s started!"
966      "[PvP Championship] %s %d x %d %s!"
967      "[PvP Championship] %s won the round!"
968      "[PvP Championship] %s won the event! Congratulations!"
969      "[PvP Championship] Sorting opponents..."
970      "[PvP Championship] Ready!"
971      "[PvP Championship] Go!"
972      "[PvP Championship] Round %d started!"
973      "[PvP Championship] Final round!"
974      "[PvP Championship] %s won the round, the opponent run away!"
975      "[PvP Championship] Time is over! Opponents eliminated!"
976      "Reserved"
977      "Reserved"
978      "Reserved"
979      "Reserved"
980      "[Auction] New auction started"
981      "[Auction] Auction closed, no offers."
982      "[Auction] Going once"
983      "[Auction] Going twice"
984      "[Auction] going three times"
985      "[Auction] sold to %s for %d WC!"
986      "[Auction] sold to %s for %d HP!"
987      "[Auction] sold to %s for %d GP(Ruud)"
988      "[Auction] %s made a new offer!"
989      "[Auction] No more offers?"
990      "[Auction] Time is over!"
991  	 "[Auction] You've already given the greatest offer"
992 	 "[Auction] The level gap between you two has to be less than %d"
993	 "[Auction] You need space in the inventory or you will lose the items"
994 	 "Reserved"
995 	 "[Guild War] The guilds must have %d members online"
996 	 "[Guild War] %s vs %s started"
997 	 "%s won the Guild War"
998	 "[Guild War] Wait %d seconds to declare war again!"
999      "[PickItem] %s"
1000     "[Excellent]"
1001     "[SetItem]"
1002     "[SocketItem]"
1003	"Ative o muhelper primeiro!"

1500      "[Evento Exp Extra] Iniciado: XP +20 | DROP +20 | ZEN +20"
1501      "[Evento Exp Extra] Finalizado."
1502      "[Mini-Boss] Gorgon foi derrotado por [%s]"
1503      "[Mini-Boss] Ice Queen foi derrotado por [%s]"
1504      "[Mini-Boss] Balrog foi derrotado por [%s]"
1505      "[Mini-Boss] Zaikan foi derrotado por [%s]"
1506      "[Mini-Boss] Hydra foi derrotado por [%s]"
1507      "Reward [%d] Goblin(Ruud) Points"
1508      "Ferea Crystal Orb reapareceu no castelo de Ferea"
1509      "Crystal foi destruido e Lord of Ferea foi invocado"
1510      "Boss Nix Retornou e está aumentando seu poder"
1511      "Boss Nix foi derrotado por [%s]"
1512      "Boss God of Darkness Retornou trazendo maldição ao continente"
1513      "Boss God of Darkness foi derrotado por [%s]"
1514      "Boss Core Magriffy Retornou em busca de mais almas"
1515      "Boss Core Magriffy foi derrotado por [%s]"
1516      "Boss Lord Silvester Retornou querendo morte e sangue ao continente"
1517      "Boss Lord Silvester foi derrotado por [%s]"
1518      "Boss Lord of Ferea foi derrotado por [%s]"
1519      "[Protector of Acheron] Kundun invocou Cursed Tower, destrua e proteja Acheron"
1520      "[Protector of Acheron] Cursed Tower foi destruida e Acheron agora está protegida novamente"
1522      "[Evomon Event] Os Evomons invadiram Tarkan"
1523      "[Double Goer] Lugard retornou (Elbland 2). A entrada para o evento fechará em 5 minutos."
1524      "[Double Goer] Lugard se foi, a entrada para o evento está fechada."
1525      "[Chicken Run] Evento começou em Lorencia e Noria"
1526      "[Chicken Run] Evento Finalizado"
1527      "[Arka War] Controle a Torre use o comando /control"
1528      "[Evento Exp Extra] Iniciado: XP +20 em Ferea"
1529      "[Evento Exp Extra] Iniciado: XP +20 em Nixies Lake"
1530      "[Evento Exp Extra] Iniciado: XP +20 em Swamp of Darkness"
1531      "[Evento Exp Extra] Iniciado: XP +20 em Kubera Mine"
1532      "[Evento Exp Extra] Iniciado: XP +20 em Scotch Canyon"
1533      "Reserved by NH Servers"
1534      "Reserved by NH Servers"
end
