//=========================================================================================================================================
// NHServers www.nhservers.com.br
//=========================================================================================================================================
//Index   Message
864       "Entrada para el Evento Guild vs Guild"
865       "[GvG Event] cerrado!"
866       "[GvG Event] comienza en %d minuto(s)"
867       "[GvG Event] comenzó!"
868       "[GvG Event] acabó!"
869       "[GvG Event] Usted no puede entrar!"
870       "[GvG Event] No está abierto!"
871       "[GvG Event] Usted no tiene el item necesario para entrar!"
872       "[GvG Event] Usted necesita estar en una guild!"
873       "[GvG Event] El GameMaster de la guild debe entrar primero!"
874       "[GvG Event] %d punto(s) para la guild %s!"
875       "[GvG Event] Cancelado!"
876       "[GvG Event] La Guild %s ganó el evento!"
877	  "[ExchangeCoin] Valor necesario: %d WC!"
878	  "[ExchangeCoin] Valor necesario: %d HP!"
879	  "[ExchangeCoin] Valor necesario: %d GP(Ruud)!"
880	  "[ExchangeCoin] Trueque realizado con éxito!"
881	  "[AutoParty] Usted no es dueño del party!"
882	  "[AutoParty] Elija una contraseña entre 1 y 9999!"
883	  "[AutoParty] Esta contraseña ya está en uso, elige otra!"
884	  "[AutoParty] Contraseña correctamente establecida!"
885	  "[AutoParty] Contraseña invalida!"
886	  "[AutoParty] Usted ya esta en una party!"
887	  "[AutoParty] Usted entro al party!"
888	  "[AutoParty] Party creada!"
889	  "[AutoParty] Party llena!"
890       "Necesario: Level %d"
891       "No disponíble con Level %d o +"
892       "Necesario: %d Reset(s)"
893       "No disponíble con %d Reset(s) ou +"
894       "No tienes el plan VIP necesario!"
895	  "Usted no tiene la patente necesaria para usar!"
896	  "Item necesario: %s"
897	  "Chat del personaje %s bloqueado por %d minuto(s)!"
898 	  "Usage: [/blocchat Name Minutes]!"
899       "[Battle Royale] se cierra en %d minuto(s)"
900       "Entrada de Evento de Battle Royale"
901       "[Battle Royale] cerrado!"
902       "[Battle Royale] comienza %d minuto(s)"
903       "[Battle Royale] comenzado!"
904       "[Battle Royale] terminado!"
905       "[Battle Royale] Usted no puede entrar!"
906       "[Battle Royale] No esta abierto!"
907       "[Battle Royale] Usted no tiene el item necesario para entrar!"
908       "[Battle Royale] Permanecer %d personaje(s)!"
909       "[Battle Royale] Cancelado!"
910       "[Battle Royale] El personaje %s gano el evento!"
911	  "%s Pk level %d!"
912 	  "Usage: [/setpk Name Level(1~6)]!"
913	  "No puedes usar en este mapa!"
914	  "No tienes el plan VIP necesario para utilizar esto mapa!"
915	  "No tienes la classe necessaria para utilizar!"
916	  "No tienes los requisitos necesarios para utilizar este item!"
917	  "Equipo azul ganó!"
918	  "Equipo rojo ganó!"
919	  "[%s] will close in %d minute(s)"
920	  "[%s] closed"
921	  "[%s] will start in %d minute(s)"
922	  "[%s] started"
923	  "[%s] finished"
924	  "[%s] %s is the winner"
925	  "[%s] You got in the %d position with %d points"
926	  "You can not enter the arena"
927	  "This arena is not currently open"
928	  "Exceeded maximum number of players"
929	  "You must be at least Level %d"
930	  "You must be a maximum of Level %d"
931	  "You must be at least Master Level %d"
932	  "You must be at most Master Level %d"
933	  "You must be at least %d Resets"
934	  "You need to have a maximum of %d Resets"
935	  "You must be at least %d Master Resets"
936	  "You need to have a maximum of %d Master Resets"
937	  "His class is not allowed in the arena"
938	  "%s put the item %s +%d"
939	  "[%s] will start in %d minute(s)"
940	  "[%s] started"
941	  "[%s] finished"
942	  "%s in %d minute(s)"
943	  "%s winner the lottery. Congratulations!"
944	  "%s no winner"
945	  "[AutoParty] Can't enter in a party of different gens!"
946	  "Pk cant enter in this server!"
947	  "Issue found, relogin your account!"
948	  "¡Esta skill no se puede usar!"
949	  "¡No puedes usar skills con /attack activado!"
950	  "No permitido durante el período de Siege"
951 	  "You don't have the required invitation!"
952      "[PvP Championship] closes in %d minute (s)"
953      "Entry to the Event PvP Championship"
954      "[PvP Championship] Closed!"
955      "[PvP Championship] Starts in %d minute (s)"
956      "[PvP Championship] Started!"
957      "[PvP Championship] Is over!"
958      "[PvP Championship] You can not enter!"
959      "[PvP Championship] Is not open!"
960      "[PvP Championship] You do not have the required item to enter!"
961      "[PvP Championship] %s won by W.O!"
962      "[PvP Championship] %s VS %s!"
963      "[PvP Championship] Moving in %d!"
964      "[PvP Championship] Start in %d!"
965      "[PvP Championship] %s x %s started!"
966      "[PvP Championship] %s %d x %d %s!"
967      "[PvP Championship] %s won the round!"
968      "[PvP Championship] %s won the event! Congratulations!"
969      "[PvP Championship] Sorting opponents..."
970      "[PvP Championship] Ready!"
971      "[PvP Championship] Go!"
972      "[PvP Championship] Round %d started!"
973      "[PvP Championship] Final round!"
974      "[PvP Championship] %s won the round, the opponent run away!"
975      "[PvP Championship] Time is over! Opponents eliminated!"
976      "Reserved"
977      "Reserved"
978      "Reserved"
979      "Reserved"
980      "[Auction] New auction started"
981      "[Auction] Auction closed, no offers."
982      "[Auction] Going once"
983      "[Auction] Going twice"
984      "[Auction] going three times"
985      "[Auction] sold to %s for %d WC!"
986      "[Auction] sold to %s for %d HP!"
987      "[Auction] sold to %s for %d GP(Ruud)"
988      "[Auction] %s made a new offer!"
989      "[Auction] No more offers?"
990      "[Auction] Time is over!"
991  	 "[Auction] You've already given the greatest offer"
992 	 "[Auction] The level gap between you two has to be less than %d"
993	 "[Auction] You need space in the inventory or you will lose the items"
994 	 "Reserved"
995 	 "[Guild War] The guilds must have %d members online"
996 	 "[Guild War] %s vs %s started"
997 	 "%s won the Guild War"
998	 "[Guild War] Wait %d seconds to declare war again!"
999      "[PickItem] %s"
1000     "[Excellent]"
1001     "[SetItem]"
1002     "[SocketItem]"
1003    "Save the MuHelp configuration before use"

1500      "[Evento de Exp. Extra] Comenzado: XP +20 | DROP +20 | ZEN +20"
1501      "[Evento de Exp. Extra] Finalizado."
1502      "[Mini-Boss] Gorgon fue derrotado por [%s]"
1503      "[Mini-Boss] Ice Queen fue derrotada por [%s]"
1504      "[Mini-Boss] Balrog fue derrotado por [%s]"
1505      "[Mini-Boss] Zaikan fue derrotado por [%s]"
1506      "[Mini-Boss] Hydra fue derrotado por [%s]"
1507      "Recompensa [%d] Puntos Goblin(Ruud)"
1508      "Ferea Crystal Orb reapareció en el castillo de Ferea"
1509      "Crystal fue destruido y Lord of Ferea fue convocado"
1510      "Boss Nix ha regresado y está aumentando su poder"
1511      "Boss Nix fue derrotado por [%s]"
1512      "Boss God of Darkness regresó trayendo maldición al continente"
1513      "Boss God of Darkness fue derrotado por [%s]"
1514      "Boss Core Magriffy regresó por más almas"
1515      "Boss Core Magriffy fue derrotado por [%s]"
1516      "Boss Lord Silvester regresó con ganas de muerte y sangre al continente"
1517      "Boss Lord Silvester fue derrotado por [%s]"
1518      "Boss Lord of Ferea fue derrotado por [%s]"
1519      "[Protector of Acheron] Kundun convocó a la Cursed Tower, destruye y protege a Acheron"
1520      "[Protector of Acheron] La Cursed Tower fue destruida y Acheron ahora está protegido de nuevo"
1522      "[Event Evomon] Los Evomons invadieron Tarkan"
1523      "[Double Goer] Lugard ha regresado (Elbland 2). La entrada al evento cerrará en 5 minutos."
1524      "[Double Goer] Lugard se fue, la entrada al evento está cerrada."
1525      "[Chicken Run] Evento iniciado en Lorencia y Noria"
1526      "[Chicken Run] Evento terminado"
1527      "[Arka War] Controla la torre usa el comando /control"
1528      "[Evento de Exp. Extra] Comenzado: XP +20 en Ferea"
1529      "[Evento de Exp. Extra] Comenzado: XP +20 en Nixies Lake"
1530      "[Evento de Exp. Extra] Comenzado: XP +20 en Swamp of Darkness"
1531      "[Evento de Exp. Extra] Comenzado: XP +20 en Kubera Mine"
1532      "[Evento de Exp. Extra] Comenzado: XP +20 en Scotch Canyon"
1533      "Reserved by NH Servers"
1534      "Reserved by NH Servers"
end
